Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
cluster1,GO:0019725,cellular homeostasis,27/410,317/20876,1.9102095209890628e-10,2.5453541867179262e-8,2.3198991945696118e-8,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT5G28770/AT3G19010/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT3G52840/AT5G15230/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G31710/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,27
cluster1,GO:0055082,cellular chemical homeostasis,26/410,300/20876,2.8652045154851183e-10,3.3936755705634845e-8,3.0930804301669756e-8,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT5G28770/AT3G19010/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT3G52840/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G31710/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,26
cluster1,GO:0030003,cellular cation homeostasis,25/410,282/20876,3.9484565955844855e-10,4.209054730893061e-8,3.8362373028678735e-8,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G19010/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT3G52840/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G31710/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,25
cluster1,GO:0006873,cellular ion homeostasis,25/410,291/20876,7.628055436437099e-10,7.32095219262206e-8,6.672498147319209e-8,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G19010/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT3G52840/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G31710/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,25
cluster1,GO:0048878,chemical homeostasis,29/410,387/20876,8.241221980437592e-10,7.32095219262206e-8,6.672498147319209e-8,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT5G28770/AT3G19010/AT2G26710/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT3G52840/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G37390/AT4G31710/AT4G35830/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,29
cluster1,GO:0055080,cation homeostasis,26/410,319/20876,1.0762201549794348e-9,8.825005270831366e-8,8.043329579319988e-8,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G19010/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT3G52840/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G31710/AT4G35830/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,26
cluster1,GO:0048764,trichoblast maturation,26/410,323/20876,1.4033549573918882e-9,9.973175897198352e-8,9.089800881913774e-8,AT1G12090/AT5G43230/AT2G21045/AT3G12540/AT5G44610/AT4G34580/AT2G32270/AT3G26720/AT1G52240/AT2G44110/AT2G45890/AT3G21340/AT1G63450/AT2G03720/AT3G48940/AT5G43520/AT4G29180/AT5G64330/AT4G40090/AT5G51310/AT5G54040/AT4G30320/AT3G54870/AT1G24620/AT4G33880/AT3G62680,26
cluster1,GO:0048765,root hair cell differentiation,26/410,323/20876,1.4033549573918882e-9,9.973175897198352e-8,9.089800881913774e-8,AT1G12090/AT5G43230/AT2G21045/AT3G12540/AT5G44610/AT4G34580/AT2G32270/AT3G26720/AT1G52240/AT2G44110/AT2G45890/AT3G21340/AT1G63450/AT2G03720/AT3G48940/AT5G43520/AT4G29180/AT5G64330/AT4G40090/AT5G51310/AT5G54040/AT4G30320/AT3G54870/AT1G24620/AT4G33880/AT3G62680,26
cluster1,GO:0048469,cell maturation,26/410,324/20876,1.4986104089992868e-9,9.984491849957749e-8,9.100114523068039e-8,AT1G12090/AT5G43230/AT2G21045/AT3G12540/AT5G44610/AT4G34580/AT2G32270/AT3G26720/AT1G52240/AT2G44110/AT2G45890/AT3G21340/AT1G63450/AT2G03720/AT3G48940/AT5G43520/AT4G29180/AT5G64330/AT4G40090/AT5G51310/AT5G54040/AT4G30320/AT3G54870/AT1G24620/AT4G33880/AT3G62680,26
cluster1,GO:0042592,homeostatic process,31/410,468/20876,4.1824674298498314e-9,2.6226531060117175e-7,2.3903513546448257e-7,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT5G28770/AT3G19010/AT2G26710/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT1G79890/AT3G49860/AT3G52840/AT5G15230/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G37390/AT4G31710/AT4G35830/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,31
cluster1,GO:0050801,ion homeostasis,26/410,343/20876,4.96876560746996e-9,2.9426134097572095e-7,2.681971143681154e-7,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G19010/AT3G21180/AT4G30170/AT4G19680/AT1G52200/AT3G49860/AT3G52840/AT2G24720/AT4G30670/AT3G01290/AT5G44020/AT3G16240/AT4G31710/AT4G35830/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,26
cluster1,GO:0006875,cellular metal ion homeostasis,19/410,195/20876,1.1177835174526423e-8,6.271353840023772e-7,5.715868069854786e-7,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G21180/AT4G30170/AT4G19680/AT3G49860/AT2G24720/AT4G30670/AT4G31710/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,19
cluster1,GO:0048588,developmental cell growth,29/410,444/20876,1.832401202887516e-8,9.76669841139046e-7,8.901612159290407e-7,AT1G12090/AT2G33460/AT2G21045/AT5G44610/AT4G34580/AT4G24580/AT2G32270/AT1G52240/AT2G44110/AT5G13150/AT2G45890/AT1G63450/AT3G21180/AT2G41970/AT2G22290/AT2G03720/AT1G35670/AT1G79860/AT5G62310/AT5G64330/AT5G51310/AT3G59830/AT1G63930/AT5G54040/AT1G08660/AT3G54870/AT3G07160/AT1G24620/AT3G62680,29
cluster1,GO:0055065,metal ion homeostasis,20/410,227/20876,2.5517489864832928e-8,1.295316390281519e-6,1.1805836163027965e-6,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G21180/AT4G30170/AT4G19680/AT3G49860/AT2G24720/AT4G30670/AT4G31710/AT4G35830/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,20
cluster1,GO:0098771,inorganic ion homeostasis,20/410,248/20876,1.1071395200922074e-7,5.36459422008315e-6,4.889424770550753e-6,AT3G23190/AT2G21045/AT5G24270/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G21180/AT4G30170/AT4G19680/AT3G49860/AT2G24720/AT4G30670/AT4G31710/AT4G35830/AT2G24710/AT5G11180/AT4G02270/AT3G25930/AT4G26010,20
cluster1,GO:0000041,transition metal ion transport,19/410,231/20876,1.6940036924634461e-7,7.851338852895799e-6,7.155905758095014e-6,AT3G23190/AT2G21045/AT1G13300/AT5G44610/AT2G32270/AT5G59930/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G14630/AT5G43520/AT4G30670/AT5G19520/AT2G39410/AT4G02270/AT3G25930/AT4G26010,19
cluster1,GO:0010106,cellular response to iron ion starvation,13/410,116/20876,4.723572852307746e-7,2.0980536085666902e-5,1.912218308193004e-5,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G30670/AT4G02270/AT3G25930/AT4G26010,13
cluster1,GO:0006826,iron ion transport,13/410,120/20876,7.004533917079512e-7,2.986733262242704e-5,2.722183075985006e-5,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G30670/AT4G02270/AT3G25930/AT4G26010,13
cluster1,GO:0055072,iron ion homeostasis,14/410,141/20876,7.658167439579332e-7,3.139848650227526e-5,2.86173625373754e-5,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G30670/AT4G35830/AT4G02270/AT3G25930/AT4G26010,14
cluster1,GO:0006879,cellular iron ion homeostasis,13/410,127/20876,1.3437979051760084e-6,5.305513210806018e-5,4.835576867358502e-5,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G30670/AT4G02270/AT3G25930/AT4G26010,13
cluster1,GO:0055076,transition metal ion homeostasis,15/410,176/20876,2.175110925170902e-6,8.140680763468553e-5,7.419619181081736e-5,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G21180/AT4G30170/AT4G19680/AT3G49860/AT4G30670/AT4G35830/AT4G02270/AT3G25930/AT4G26010,15
cluster1,GO:0046916,cellular transition metal ion homeostasis,14/410,154/20876,2.214631727397636e-6,8.140680763468553e-5,7.419619181081736e-5,AT3G23190/AT2G21045/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT3G21180/AT4G30170/AT4G19680/AT3G49860/AT4G30670/AT4G02270/AT3G25930/AT4G26010,14
cluster1,GO:0080147,root hair cell development,16/410,203/20876,2.7966449654826754e-6,9.937411777348439e-5,9.057204572422841e-5,AT1G12090/AT2G21045/AT5G44610/AT4G34580/AT2G32270/AT1G52240/AT2G44110/AT2G45890/AT1G63450/AT2G03720/AT5G64330/AT5G51310/AT5G54040/AT3G54870/AT1G24620/AT3G62680,16
cluster1,GO:0048767,root hair elongation,15/410,188/20876,4.919450581906894e-6,1.6916562323589514e-4,1.5418176187096988e-4,AT1G12090/AT2G21045/AT5G44610/AT4G34580/AT2G32270/AT2G44110/AT2G45890/AT1G63450/AT2G03720/AT5G64330/AT5G51310/AT5G54040/AT3G54870/AT1G24620/AT3G62680,15
cluster1,GO:0031667,response to nutrient levels,19/410,335/20876,3.90710978565635e-5,0.0013015559473467716,0.0011862705040002668,AT3G23190/AT2G21045/AT2G03260/AT1G13300/AT5G44610/AT2G32270/AT5G21170/AT4G21830/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G04040/AT4G30670/AT4G02270/AT3G25930/AT3G62680/AT4G26010,19
cluster1,GO:0031669,cellular response to nutrient levels,18/410,312/20876,4.98951552857901e-5,0.0016117647131712804,0.0014690024985258138,AT3G23190/AT2G21045/AT2G03260/AT1G13300/AT5G44610/AT2G32270/AT5G21170/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G04040/AT4G30670/AT4G02270/AT3G25930/AT3G62680/AT4G26010,18
cluster1,GO:0009932,cell tip growth,19/410,348/20876,6.511666168876573e-5,0.002041598863536008,0.0018607640476387235,AT1G12090/AT2G33460/AT5G44610/AT4G34580/AT4G24580/AT1G52240/AT5G13150/AT3G21180/AT2G41970/AT2G22290/AT1G35670/AT1G79860/AT5G62310/AT5G64330/AT3G59830/AT1G63930/AT1G08660/AT3G54870/AT3G07160,19
cluster1,GO:0009267,cellular response to starvation,17/410,294/20876,7.816939342832909e-5,0.002380816382702823,0.0021699353423863988,AT3G23190/AT2G21045/AT2G03260/AT1G13300/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G04040/AT4G30670/AT4G02270/AT3G25930/AT3G62680/AT4G26010,17
cluster1,GO:0042594,response to starvation,17/410,302/20876,1.0837357961217984e-4,0.003209062107405103,0.0029248191222819298,AT3G23190/AT2G21045/AT2G03260/AT1G13300/AT5G44610/AT2G32270/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G04040/AT4G30670/AT4G02270/AT3G25930/AT3G62680/AT4G26010,17
cluster1,GO:0048868,pollen tube development,17/410,311/20876,1.541883028229186e-4,0.004442290021871114,0.004048813755492286,AT2G33460/AT4G24580/AT1G52240/AT5G13150/AT3G21180/AT1G23540/AT2G41970/AT2G22290/AT1G35670/AT1G79860/AT5G62310/AT3G59830/AT1G63930/AT4G20160/AT1G08660/AT3G07160/AT1G24620,17
cluster1,GO:0009991,response to extracellular stimulus,19/410,373/20876,1.6108590865847934e-4,0.0045188836481562895,0.004118623093955025,AT3G23190/AT2G21045/AT2G03260/AT1G13300/AT5G44610/AT2G32270/AT5G21170/AT4G21830/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G04040/AT4G30670/AT4G02270/AT3G25930/AT3G62680/AT4G26010,19
cluster1,GO:0016999,antibiotic metabolic process,22/410,470/20876,1.692369986095508e-4,0.004625811295327722,0.004216079614483547,AT1G10340/AT5G11920/AT2G04430/AT1G67140/AT5G40010/AT1G30210/AT1G30900/AT1G54410/AT2G25000/AT3G09940/AT3G09020/AT3G01480/AT5G43320/AT1G76970/AT5G26920/AT2G41430/AT4G27450/AT4G33150/AT2G23620/AT4G36730/AT4G35830/AT4G39890,22
cluster1,GO:0031668,cellular response to extracellular stimulus,18/410,349/20876,2.0464749698080926e-4,0.0054538557945385665,0.004970779992454919,AT3G23190/AT2G21045/AT2G03260/AT1G13300/AT5G44610/AT2G32270/AT5G21170/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G04040/AT4G30670/AT4G02270/AT3G25930/AT3G62680/AT4G26010,18
cluster1,GO:0071496,cellular response to external stimulus,18/410,350/20876,2.1193343164627372e-4,0.005510269222803116,0.005022196595879606,AT3G23190/AT2G21045/AT2G03260/AT1G13300/AT5G44610/AT2G32270/AT5G21170/AT2G04800/AT3G01260/AT4G30170/AT4G19680/AT3G49860/AT4G04040/AT4G30670/AT4G02270/AT3G25930/AT3G62680/AT4G26010,18
cluster1,GO:0000904,cell morphogenesis involved in differentiation,20/410,431/20876,3.704291903304864e-4,0.009401845640292821,0.008569076257519775,AT2G33460/AT5G44610/AT4G34580/AT4G24580/AT3G26720/AT1G52240/AT5G13150/AT3G21180/AT2G34150/AT2G41970/AT2G22290/AT1G35670/AT1G79860/AT5G62310/AT3G59830/AT1G63930/AT1G08660/AT3G54870/AT3G07160/AT4G33880,20
cluster10,GO:0009813,flavonoid biosynthetic process,10/132,217/20876,1.2386590172635261e-6,7.62107630871622e-4,6.892168759062031e-4,AT1G79270/AT2G47890/AT1G78600/AT1G65060/AT1G73650/AT3G61220/AT5G48880/AT5G20700/AT3G25710/AT4G14690,10
cluster10,GO:0009698,phenylpropanoid metabolic process,9/132,183/20876,2.52371644452117e-6,7.62107630871622e-4,6.892168759062031e-4,AT1G79270/AT1G64160/AT2G47890/AT5G60020/AT1G65060/AT5G58860/AT3G11430/AT2G28670/AT2G21100,9
cluster10,GO:0009699,phenylpropanoid biosynthetic process,8/132,139/20876,2.9026475980817277e-6,7.62107630871622e-4,6.892168759062031e-4,AT1G79270/AT1G64160/AT2G47890/AT5G60020/AT5G58860/AT3G11430/AT2G28670/AT2G21100,8
cluster10,GO:0009812,flavonoid metabolic process,10/132,244/20876,3.5488131821728616e-6,7.62107630871622e-4,6.892168759062031e-4,AT1G79270/AT2G47890/AT1G78600/AT1G65060/AT1G73650/AT3G61220/AT5G48880/AT5G20700/AT3G25710/AT4G14690,10
cluster10,GO:0010383,cell wall polysaccharide metabolic process,9/132,238/20876,2.1029511899305528e-5,0.003522679318424527,0.003185757413145397,AT5G47450/AT4G35350/AT1G65310/AT5G03260/AT1G30750/AT5G60020/AT4G30190/AT5G51500/AT1G58370,9
cluster10,GO:0044036,cell wall macromolecule metabolic process,10/132,309/20876,2.7722688148976648e-5,0.003522679318424527,0.003185757413145397,AT5G47450/AT4G35350/AT1G65310/AT5G03260/AT2G03090/AT1G30750/AT5G60020/AT4G30190/AT5G51500/AT1G58370,10
cluster10,GO:0010345,suberin biosynthetic process,3/132,10/20876,2.8706350674006624e-5,0.003522679318424527,0.003185757413145397,AT5G58860/AT3G11430/AT2G28670,3
cluster10,GO:0044550,secondary metabolite biosynthetic process,10/132,317/20876,3.443478701499506e-5,0.0036974352557350948,0.003343799054877152,AT1G79270/AT1G64160/AT2G47890/AT5G60020/AT1G62570/AT5G58860/AT5G42270/AT3G11430/AT2G28670/AT2G21100,10
cluster10,GO:0010410,hemicellulose metabolic process,8/132,201/20876,4.267318116060537e-5,0.004072918068551113,0.0036833693212312,AT5G47450/AT4G35350/AT1G65310/AT5G03260/AT1G30750/AT5G60020/AT5G51500/AT1G58370,8
cluster10,GO:0010224,response to UV-B,6/132,104/20876,5.210188009047301e-5,0.004368245347708246,0.003950450421675981,AT1G65060/AT1G73650/AT3G61220/AT5G48880/AT3G17609/AT4G14690,6
cluster10,GO:0033692,cellular polysaccharide biosynthetic process,12/132,481/20876,5.5937949737823864e-5,0.004368245347708246,0.003950450421675981,AT5G47450/AT4G35350/AT5G03260/AT1G30750/AT5G63370/AT5G60020/AT4G36530/AT5G07350/AT2G39770/AT5G51500/AT1G58370/AT1G13980,12
cluster10,GO:0019852,L-ascorbic acid metabolic process,3/132,15/20876,1.063517144052444e-4,0.007027394051854227,0.006355268439762783,AT2G46740/AT2G39770/AT4G26850,3
cluster10,GO:0019853,L-ascorbic acid biosynthetic process,3/132,15/20876,1.063517144052444e-4,0.007027394051854227,0.006355268439762783,AT2G46740/AT2G39770/AT4G26850,3
cluster10,GO:0010413,glucuronoxylan metabolic process,7/132,182/20876,1.6079364363661233e-4,0.00952460358634715,0.008613635741344522,AT5G47450/AT4G35350/AT5G03260/AT1G30750/AT5G60020/AT5G51500/AT1G58370,7
cluster10,GO:0045492,xylan biosynthetic process,7/132,183/20876,1.6632020232270925e-4,0.00952460358634715,0.008613635741344522,AT5G47450/AT4G35350/AT5G03260/AT1G30750/AT5G60020/AT5G51500/AT1G58370,7
cluster10,GO:0045491,xylan metabolic process,7/132,186/20876,1.838294662652458e-4,0.009869344470115385,0.008925404348931014,AT5G47450/AT4G35350/AT5G03260/AT1G30750/AT5G60020/AT5G51500/AT1G58370,7
cluster3,GO:0000041,transition metal ion transport,8/78,231/20876,2.397916704983357e-6,0.001510687524139515,0.0013529298461800836,AT4G05200/AT1G51830/AT5G59520/AT3G01420/AT5G59530/AT1G77330/AT2G46750/AT5G06740,8
cluster3,GO:0046916,cellular transition metal ion homeostasis,6/78,154/20876,2.423152157489263e-5,0.005379485827743455,0.004817718301872168,AT4G05200/AT1G51830/AT3G63380/AT5G59520/AT3G01420/AT1G77330,6
cluster3,GO:0098771,inorganic ion homeostasis,7/78,248/20876,3.954768219212152e-5,0.005379485827743455,0.004817718301872168,AT4G05200/AT1G51830/AT3G63380/AT5G59520/AT3G01420/AT4G23700/AT1G77330,7
cluster3,GO:0031668,cellular response to extracellular stimulus,8/78,349/20876,4.770244960203155e-5,0.005379485827743455,0.004817718301872168,AT4G05200/AT1G51830/AT5G59520/AT2G45170/AT3G01420/AT5G24090/AT2G16430/AT1G77330,8
cluster3,GO:0071496,cellular response to external stimulus,8/78,350/20876,4.8672661722803584e-5,0.005379485827743455,0.004817718301872168,AT4G05200/AT1G51830/AT5G59520/AT2G45170/AT3G01420/AT5G24090/AT2G16430/AT1G77330,8
cluster3,GO:0055076,transition metal ion homeostasis,6/78,176/20876,5.123319835946148e-5,0.005379485827743455,0.004817718301872168,AT4G05200/AT1G51830/AT3G63380/AT5G59520/AT3G01420/AT1G77330,6
cluster3,GO:0010106,cellular response to iron ion starvation,5/78,116/20876,7.421166271826924e-5,0.005693398724812286,0.005098849985796802,AT4G05200/AT1G51830/AT5G59520/AT3G01420/AT1G77330,5
cluster3,GO:0009991,response to extracellular stimulus,8/78,373/20876,7.598749021683845e-5,0.005693398724812286,0.005098849985796802,AT4G05200/AT1G51830/AT5G59520/AT2G45170/AT3G01420/AT5G24090/AT2G16430/AT1G77330,8
cluster3,GO:0006826,iron ion transport,5/78,120/20876,8.716148509600414e-5,0.005693398724812286,0.005098849985796802,AT4G05200/AT1G51830/AT5G59520/AT3G01420/AT1G77330,5
cluster3,GO:0006875,cellular metal ion homeostasis,6/78,195/20876,9.037140833035375e-5,0.005693398724812286,0.005098849985796802,AT4G05200/AT1G51830/AT3G63380/AT5G59520/AT3G01420/AT1G77330,6
cluster3,GO:0006879,cellular iron ion homeostasis,5/78,127/20876,1.1393476857910024e-4,0.006039261703380239,0.005408595276544375,AT4G05200/AT1G51830/AT5G59520/AT3G01420/AT1G77330,5
cluster3,GO:0009267,cellular response to starvation,7/78,294/20876,1.1503355625486169e-4,0.006039261703380239,0.005408595276544375,AT4G05200/AT1G51830/AT5G59520/AT2G45170/AT3G01420/AT2G16430/AT1G77330,7
cluster3,GO:0042594,response to starvation,7/78,302/20876,1.3581472147232508e-4,0.006581790348274215,0.005894468883333299,AT4G05200/AT1G51830/AT5G59520/AT2G45170/AT3G01420/AT2G16430/AT1G77330,7
cluster3,GO:0031669,cellular response to nutrient levels,7/78,312/20876,1.6597890310442764e-4,0.007469050639699244,0.006689074591276182,AT4G05200/AT1G51830/AT5G59520/AT2G45170/AT3G01420/AT2G16430/AT1G77330,7
cluster3,GO:0055072,iron ion homeostasis,5/78,141/20876,1.860225265244972e-4,0.007487574286669903,0.006705663855731109,AT4G05200/AT1G51830/AT5G59520/AT3G01420/AT1G77330,5
cluster3,GO:0055080,cation homeostasis,7/78,319/20876,1.9016061680431502e-4,0.007487574286669903,0.006705663855731109,AT4G05200/AT1G51830/AT3G63380/AT5G59520/AT3G01420/AT4G23700/AT1G77330,7
cluster3,GO:0055065,metal ion homeostasis,6/78,227/20876,2.069296789229813e-4,0.0076685704542046014,0.006867759003264271,AT4G05200/AT1G51830/AT3G63380/AT5G59520/AT3G01420/AT1G77330,6
cluster3,GO:0031667,response to nutrient levels,7/78,335/20876,2.5623294340794623e-4,0.008968153019278119,0.008031629103313403,AT4G05200/AT1G51830/AT5G59520/AT2G45170/AT3G01420/AT2G16430/AT1G77330,7
cluster3,GO:0007568,aging,5/78,154/20876,2.801290631310858e-4,0.00928848998803074,0.008318514007659945,AT3G29035/AT2G37150/AT4G23700/AT2G29350/AT3G60140,5
cluster3,GO:0050801,ion homeostasis,7/78,343/20876,2.9559782762900893e-4,0.009311331570313781,0.008338970295218358,AT4G05200/AT1G51830/AT3G63380/AT5G59520/AT3G01420/AT4G23700/AT1G77330,7
cluster8,GO:0010224,response to UV-B,22/204,104/20876,1.821861754403029e-23,1.8346147866838502e-20,1.6607708203294983e-20,AT3G24190/AT3G57020/AT5G07990/AT2G23910/AT2G47460/AT5G58760/AT4G37760/AT5G11260/AT5G05270/AT3G55120/AT5G23730/AT3G22840/AT5G17050/AT5G01410/AT5G24850/AT3G61220/AT5G08640/AT5G13930/AT1G78570/AT5G02270/AT1G06000/AT1G65060,22
cluster8,GO:0009812,flavonoid metabolic process,27/204,244/20876,8.93671041153975e-21,4.499633692210264e-18,4.073258534943907e-18,AT1G13930/AT3G19030/AT3G24190/AT1G65960/AT3G57020/AT5G07990/AT2G23910/AT2G47460/AT4G37760/AT5G11260/AT4G25640/AT5G05270/AT5G20885/AT2G35940/AT3G21560/AT3G55120/AT3G22840/AT5G17050/AT5G24850/AT3G61220/AT5G08640/AT5G13930/AT1G78570/AT5G02270/AT1G06000/AT5G47990/AT1G65060,27
cluster8,GO:0009813,flavonoid biosynthetic process,25/204,217/20876,9.840744425338826e-20,3.303209878772066e-17,2.9902051481906756e-17,AT1G13930/AT3G19030/AT3G24190/AT1G65960/AT3G57020/AT5G07990/AT2G23910/AT2G47460/AT4G37760/AT5G11260/AT5G05270/AT5G20885/AT2G35940/AT3G21560/AT3G55120/AT3G22840/AT5G17050/AT5G24850/AT3G61220/AT5G08640/AT5G13930/AT1G78570/AT5G02270/AT1G06000/AT1G65060,25
cluster8,GO:0009411,response to UV,25/204,247/20876,2.3374975636632465e-18,5.884650116522223e-16,5.327033921400978e-16,AT3G24190/AT3G57020/AT5G22630/AT5G07990/AT2G23910/AT2G47460/AT5G58760/AT4G37760/AT5G11260/AT5G05270/AT3G21560/AT3G55120/AT5G23730/AT3G22840/AT5G17050/AT2G01420/AT5G01410/AT5G24850/AT3G61220/AT5G08640/AT5G13930/AT1G78570/AT5G02270/AT1G06000/AT1G65060,25
cluster8,GO:0009743,response to carbohydrate,27/204,401/20876,2.9520588462153734e-15,5.945446516277762e-13,5.382069391205293e-13,AT3G24190/AT1G65960/AT3G57020/AT5G07990/AT2G23910/AT2G47460/AT1G80340/AT4G37760/AT4G23870/AT1G10760/AT5G05270/AT2G35940/AT3G55120/AT3G22840/AT5G17050/AT1G45249/AT3G11960/AT4G23670/AT5G24850/AT3G61220/AT5G08640/AT1G78580/AT5G13930/AT1G78570/AT5G02270/AT1G06000/AT1G65060,27
cluster8,GO:0034285,response to disaccharide,20/204,212/20876,2.6249993299141978e-14,4.4056238753726624e-12,3.988156876676659e-12,AT3G24190/AT3G57020/AT5G07990/AT2G23910/AT2G47460/AT4G37760/AT4G23870/AT1G10760/AT5G05270/AT3G55120/AT3G22840/AT5G17050/AT5G24850/AT3G61220/AT5G08640/AT5G13930/AT1G78570/AT5G02270/AT1G06000/AT1G65060,20
cluster8,GO:0009744,response to sucrose,19/204,210/20876,2.5511476564816044e-13,3.670008128681394e-11,3.322246421824165e-11,AT3G24190/AT3G57020/AT5G07990/AT2G23910/AT2G47460/AT4G37760/AT4G23870/AT5G05270/AT3G55120/AT3G22840/AT5G17050/AT5G24850/AT3G61220/AT5G08640/AT5G13930/AT1G78570/AT5G02270/AT1G06000/AT1G65060,19
cluster8,GO:0009718,anthocyanin-containing compound biosynthetic process,10/204,60/20876,3.137560948221293e-10,3.949404843573553e-8,3.57516813310479e-8,AT5G07990/AT5G05270/AT3G21560/AT3G55120/AT3G22840/AT5G17050/AT5G08640/AT5G13930/AT1G06000/AT1G65060,10
cluster8,GO:0080167,response to karrikin,13/204,128/20876,3.9923462780051266e-10,4.466991891056847e-8,4.0437097973712754e-8,AT5G42900/AT2G23910/AT5G11260/AT5G05270/AT3G21560/AT3G55120/AT3G22840/AT5G17050/AT3G61220/AT5G08640/AT1G23010/AT5G02270/AT4G39070,13
cluster8,GO:0046283,anthocyanin-containing compound metabolic process,11/204,85/20876,6.720711494198985e-10,6.767756474658379e-8,6.126459109448761e-8,AT5G07990/AT5G11260/AT5G05270/AT3G21560/AT3G55120/AT3G22840/AT5G17050/AT5G08640/AT5G13930/AT1G06000/AT1G65060,11
cluster8,GO:0007017,microtubule-based process,14/204,262/20876,3.2065826452132275e-7,2.7057175934487524e-5,2.4493298865066847e-5,AT4G26660/AT1G76540/AT4G05190/AT1G20930/AT3G60840/AT2G22610/AT4G03100/AT5G37010/AT1G79280/AT1G02730/AT5G55520/AT3G51720/AT5G48120/AT4G30020,14
cluster8,GO:0042440,pigment metabolic process,16/204,346/20876,3.2242910746161893e-7,2.7057175934487524e-5,2.4493298865066847e-5,AT3G54140/AT3G63520/AT5G07990/AT5G11260/AT5G05270/AT3G21560/AT3G55120/AT3G22840/AT5G17050/AT5G08640/AT5G13930/AT1G78570/AT1G06000/AT5G47990/AT1G65060/AT1G06820,16
